,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
175225,94,Long Trail Brewing Co.,1189040282,4.5,4.0,3.5,Stimack,American Brown Ale,4.0,4.0,Harvest,4.6,272
1436008,596,Portsmouth Brewery,1110945645,4.5,4.5,3.5,Jason,American IPA,4.5,4.5,Portsmouth Bottle Rocket IPA,6.5,5219
410584,694,Tröegs Brewing Company,1141265157,5.0,4.5,4.5,ppoitras,American Amber / Red Ale,4.5,4.5,Tröegs Nugget Nectar,7.5,15881
500514,132,Rogue Ales,1271627427,3.5,3.5,4.5,TheHoppiest,Schwarzbier,3.5,3.5,Chatoe Rogue First Growth Dirtoir Black Lager,6.0,54929
274630,68,Flying Dog Brewery,1154139919,4.5,3.5,3.5,MSchae1017,Hefeweizen,4.0,4.0,In-Heat Wheat,4.7,2249
1429277,2710,BJ's Chicago Pizza & Brewery Inc.,1063130882,3.5,3.0,4.0,Boilermaker88,Kölsch,3.5,3.5,BJ's Brewhouse Blonde,4.5,11498
1336613,26,Three Floyds Brewing Co. & Brewpub,1296948253,4.0,4.0,4.0,mdfb79,American Porter,4.0,4.0,Alpha Klaus Christmas (Xmas) Porter,6.0,7438
881225,147,Stone Brewing Co.,1293436967,4.0,4.5,4.5,DoubleSimcoe,Russian Imperial Stout,4.0,4.0,Stone Imperial Russian Stout,10.5,1160
806200,16354,COAST Brewing Company,1316576217,4.5,4.0,4.0,dubinsky,American Double / Imperial IPA,4.5,4.5,Boy King Double IPA,9.5,49151
21517,1199,Founders Brewing Company,1264579659,4.0,4.5,4.0,dasenebler,American Double / Imperial Stout,3.5,4.5,Founders Breakfast Stout,8.3,11757
817470,99,Matt Brewing Company,1299377391,4.0,3.5,4.0,scootny,Black & Tan,3.5,3.5,Saranac Black & Tan,5.4,906
149843,3818,Southern Tier Brewing Company,1307301313,4.0,3.5,3.5,Mosley1212,American Double / Imperial IPA,4.0,4.0,Oak Aged Unearthly (Imperial India Pale Ale),11.0,47151
416635,73,Great Lakes Brewing Company,1227118181,4.5,4.0,4.0,Haybeerman,Vienna Lager,4.0,4.0,Great Lakes Eliot Ness,6.2,229
593264,1549,Goose Island Beer Co.,1243535736,4.0,4.5,4.0,KBomb,English Bitter,5.0,3.5,Honker's Ale,4.2,1157
1102971,418,Left Hand Brewing Company,1322714758,4.0,4.0,3.5,Adamostella,Milk / Sweet Stout,4.0,4.5,Left Hand Milk Stout,6.0,3434
245650,846,Compañía Cervecera de Puerto Rico,1206859005,3.0,2.5,3.0,ChainGangGuy,American Adjunct Lager,3.0,2.5,Cerveza India,,15645
710969,1471,Dark Horse Brewing Company,1246328349,4.0,4.0,4.0,wagenvolks,American Double / Imperial IPA,3.5,4.5,Dark Horse Double Crooked Tree IPA,13.6,22381
1130961,8148,Edenton Brewing Company,1147828126,4.5,4.0,4.0,WeisGuy,American IPA,3.5,4.5,Edenton Big Boss IPA,6.8,23490
116779,8203,Paddock Wood Brewing Co.,1233522952,3.5,4.0,3.5,grub,English Porter,3.0,3.5,London Porter,5.3,35868
969068,222,Brouwerij Duvel Moortgat NV,1314676229,4.5,4.5,5.0,mynie,Belgian IPA,4.5,4.5,Duvel Tripel Hop,9.5,40114
1265964,112,North Coast Brewing Co.,1313023575,4.0,4.0,4.0,homebrewhawk,Belgian Strong Pale Ale,4.0,4.5,Grand Cru,12.9,71265
1252156,9792,Natty Greene's Pub & Brewing Co.,1229994796,4.0,4.0,4.5,bboven,American Double / Imperial IPA,3.5,3.5,Cannonball Double IPA,8.0,26283
1417569,139,Shipyard Brewing Co.,1009814447,4.0,4.0,4.0,LarryV,English India Pale Ale (IPA),4.0,4.0,Tremont Freedom Trail IPA,6.4,50
992901,4398,Baron Brewing,1275781035,3.5,3.5,3.5,Gavage,American Porter,4.0,3.5,Three Skulls Black Bonney Porter,6.25,48756
1176813,10099,Dogfish Head Brewery,1175127827,4.5,4.5,4.5,BrianSiembor,American Brown Ale,4.0,4.5,Indian Brown Ale,7.2,1161
1179929,10099,Dogfish Head Brewery,1201480166,3.0,3.5,3.5,clayrock81,Belgian Strong Dark Ale,3.5,3.5,Raison D'etre,8.0,1180
259381,10485,East End Brewing Company,1229197962,3.5,4.0,4.0,FtownThrowDown,American Barleywine,4.5,4.0,Gratitude,11.5,27476
131038,5318,Port Brewing Company / Pizza Port,1282448120,3.5,3.0,4.0,tjfinkle,American Double / Imperial Stout,4.0,3.5,Santa's Little Helper - Bourbon Barrel Aged,10.0,51420
973376,13,Commonwealth Fish & Beer Company,935971201,4.5,4.0,4.0,BeerAdvocate,English Pale Ale,4.0,4.5,Golden Ale,,496
473300,392,Weyerbacher Brewing Co.,1292200672,4.0,3.5,3.5,chicagobeerriot,American Double / Imperial Stout,4.0,3.5,Fifteen,10.8,59214
766603,1551,Gordon Biersch Brewery Restaurant,1298767646,4.0,3.5,4.0,hophead5353,Märzen / Oktoberfest,4.0,4.0,Gordon Biersch Märzen,5.7,16254
137080,5318,Port Brewing Company / Pizza Port,1321406436,4.0,5.0,4.0,dlello2,American IPA,4.5,4.5,Wipeout I.P.A.,7.0,33243
1281593,335,New Holland Brewing Company,1325182962,3.0,2.5,3.5,sidetracked,American IPA,4.0,3.5,Oak Aged Mad Hatter India Pale Ale,5.1,27522
1426564,159,Burton Bridge Brewery,1318535694,4.0,4.5,4.5,Groucho75,Old Ale,4.0,4.0,Thomas Sykes Old Ale,10.0,14264
349272,306,Coors Brewing Company,1270937880,4.0,2.0,2.5,tjsdomer2,Light Lager,3.0,2.5,Coors Light,4.2,837
963068,739,Brouwerij De Ranke,1132703282,4.5,4.0,4.0,HogHill,Belgian IPA,4.5,4.5,De Ranke XX Bitter,6.2,2656
1041038,173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1163199440,4.0,3.5,3.0,sloejams,American Double / Imperial IPA,4.0,4.0,Blue Dot Double India Pale Ale,7.0,25265
1473538,3777,Augusta Brewing Company,1248407637,4.0,3.5,3.5,BedetheVenerable,Saison / Farmhouse Ale,3.5,3.5,Augusta Saison,6.5,46046
863059,9790,The Duck-Rabbit Craft Brewery,1286156176,3.5,4.0,5.0,wallaceandvomit,American Brown Ale,3.5,4.0,Duck-Rabbit Brown Ale,5.6,20206
969077,222,Brouwerij Duvel Moortgat NV,1311708613,4.0,4.0,4.0,david18,Belgian IPA,4.0,3.5,Duvel Tripel Hop,9.5,40114
4206,1386,Harmon Restaurant & Brewery,1245432026,3.5,4.0,4.0,hopdog,American IPA,3.0,3.5,One Hop Wonder #9 - Columbus,6.7,49864
857502,13307,Mikkeller ApS,1308674246,3.5,3.0,5.0,billshmeinke,American Black Ale,2.5,3.0,Beer Hop Breakfast,7.5,56836
715,1075,Caldera Brewing Company,1299990272,4.0,3.5,3.0,generalnotsew,American IPA,3.0,2.5,Caldera IPA,6.1,10784
1077012,119,Otter Creek Brewing / Wolaver's,1151087999,4.5,4.0,4.5,UnionMade,American IPA,4.5,4.0,Otter Creek 15th Anniversary IPA,7.43,29543
1081805,611,Wagner Valley Brewery,1110760356,4.0,3.5,3.5,Billolick,Oatmeal Stout,4.0,4.0,Caywood Station Oatmeal Stout,5.5,4939
1534481,1534,Brouwerij Het Anker,1271015526,3.5,4.5,4.5,MbpBugeye,Belgian Strong Dark Ale,4.0,4.0,Cuvée Van De Keizer Blauw (Blue),11.0,6947
327503,1912,Milwaukee Ale House,1157508685,4.5,3.5,4.0,granger10,American Blonde Ale,4.5,4.0,Solomon Juneau Ale,4.7,7913
336056,18081,Big Al Brewing,1291677082,3.0,2.0,3.5,barleywinefiend,American Pale Ale (APA),3.0,3.0,Papa Charlie's Pale Ale,4.2,47675
1478029,124,Paulaner Brauerei GmbH & Co. KG,1311859335,4.0,3.5,3.5,BeerCon5,German Pilsener,4.0,4.0,Paulaner Premium Pils,4.9,1784
1410498,664,Wells & Young's Ltd,1242961069,4.5,3.0,4.5,junjun,Milk / Sweet Stout,4.5,4.0,Young's Double Chocolate Stout,5.2,73
217340,13667,Starr Hill Brewery,1237667177,4.0,3.5,4.0,drunkmonk,American IPA,3.5,3.5,Northern Lights IPA,6.5,19922
1207409,898,Heavy Seas Beer,1257307962,3.5,4.0,4.0,blackie,Weizenbock,4.0,4.0,Heavy Seas - Hang Ten (Weizen Doppelbock),10.0,37323
1297685,29,Anheuser-Busch,1245896072,4.0,2.5,3.5,ajmoody76,American Pale Lager,3.5,3.5,Michelob (Original Lager),5.0,7313
1217009,4,Allagash Brewing Company,1212625601,3.5,4.0,4.0,Hokies,Dubbel,3.5,3.5,Allagash Dubbel Ale,7.0,10
1025611,1676,Wolnzacher Bürgerbraü AG,1084426544,5.0,4.0,4.5,Rastacouere,Keller Bier / Zwickel Bier,4.0,4.5,Wolnzacher Hell Naturtrüb,5.1,4771
960219,285,Brauerei Schloss Eggenberg,1181347638,3.5,4.0,3.5,mbutter1997,Doppelbock,3.5,4.0,Doppelbock Dunkel,8.5,35329
668280,288,Brauerei Heinrich Reissdorf,1196921057,5.0,3.5,3.5,MillRat,Kölsch,4.0,4.0,Reissdorf Kölsch,4.8,2040
701457,923,Ska Brewing Co.,1253416308,4.5,4.5,4.0,scifan,American IPA,4.0,4.0,Modus Hoperandi,6.8,48243
769054,42,Brewery Ommegang,1324952794,3.5,4.0,3.5,Suds,Fruit / Vegetable Beer,3.5,4.0,Ommegang Aphrodite,8.9,71369
829921,267,Odell Brewing Company,1214452520,4.0,4.5,4.0,Dotcubed,American IPA,4.0,4.5,Odell IPA,7.0,35626
1019497,402,Old Dominion Brewing Company,1088239306,3.5,4.0,4.0,aracauna,American Stout,3.5,3.5,Dominion Oak Barrel Stout,6.1,1192
504480,132,Rogue Ales,1320977801,3.5,3.0,3.5,StoneBrewFanatic,American Brown Ale,3.0,4.0,John John Hazelnut (Rum Barrel Aged),5.0,51268
98756,183,Brouwerij Sterkens N.V.,1129746362,3.5,4.0,3.0,tesguino,Belgian Strong Pale Ale,3.5,3.5,St. Sebastiaan Grand Cru,9.0,26493
678738,15925,Epic Brewing Company,1306128370,5.0,4.5,4.0,lacqueredmouse,American Double / Imperial IPA,4.5,4.0,Epic Hop Zombie,8.5,69375
1160201,293,Bass Brewers Limited,1101832271,4.5,3.0,3.0,stjarnflikka,English Pale Ale,4.0,2.5,Bass Pale Ale,5.0,811
1239738,209,Guinness Ltd.,1274158657,2.0,2.0,4.0,matjack85,Irish Red Ale,1.0,2.0,Kilkenny Irish Cream Ale,4.3,52083
958722,193,Anderson Valley Brewing Company,1304654409,4.0,4.0,3.5,PeprSprYoFace,Cream Ale,4.0,4.0,Summer Solstice Cerveza Crema,5.6,23506
74446,140,Sierra Nevada Brewing Co.,1268090234,4.0,4.0,5.0,olympuszymurgus,American Stout,3.5,4.0,Sierra Nevada Stout,5.8,283
189225,2743,Green Flash Brewing Co.,1222392271,4.5,4.5,4.5,prototypic,American Amber / Red Ale,4.0,4.0,Green Flash Hop Head Red Ale,7.0,35732
590059,1549,Goose Island Beer Co.,1126759398,3.5,3.0,4.0,cokes,American Pale Wheat Ale,2.5,3.0,312 Urban Wheat,4.2,17141
1153967,454,Arcadia Brewing Company,1243642716,4.0,3.5,3.0,Morey,English Pale Ale,3.0,3.0,Arcadia Angler's Ale,5.4,2473
638385,30,Avery Brewing Company,1159574029,4.0,3.0,4.0,javenbohall,Irish Dry Stout,4.0,4.0,Out Of Bounds Stout,6.3,1830
719735,689,Two Brothers Brewing Company,1208910050,4.0,4.5,4.5,drbeef,Russian Imperial Stout,4.0,4.5,Northwind Imperial Stout,9.1,2886
1121259,141,Smuttynose Brewing Company,1277524256,4.5,3.5,4.0,abrand,American Brown Ale,4.5,4.0,Smuttynose Old Brown Dog Ale,6.5,184
907458,142,Spaten-Franziskaner-Bräu,1097538802,4.0,4.0,4.5,KroMagnon,Märzen / Oktoberfest,3.0,3.5,Spaten Oktoberfestbier Ur-Märzen,5.9,582
808660,1467,Micro-brasserie Saint-Arnould,1289147619,3.0,3.0,3.0,kwjd,American Double / Imperial Stout,3.5,3.5,Saint Arnould XIII Anniversaire,9.0,46839
557191,423,Boulevard Brewing Co.,1215493102,3.0,2.5,4.5,malcontent,Irish Dry Stout,3.5,3.0,Dry Stout,5.2,3277
36538,576,Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.,1108251761,3.0,2.5,3.0,pootz,Euro Pale Lager,3.0,2.5,Lezajsk 1525 Legendary Premium Lager,5.5,1542
847225,20777,Quarry Brewing Company,1252334355,1.5,2.5,2.5,walshclimb,American Porter,2.0,1.5,Open Pit Porter,,52415
697058,130,Boulder Beer / Wilderness Pub,1225074157,4.0,4.0,4.0,BeerMark,American Pale Ale (APA),4.0,4.5,Hazed & Infused,4.85,6590
424742,697,Kiuchi Brewery,1232611135,4.5,3.5,4.0,Brewsmith,Belgian Strong Pale Ale,4.0,4.0,Hitachino Nest Red Rice Ale,7.0,4770
1165088,10099,Dogfish Head Brewery,1316007156,4.0,3.5,4.0,tsauce,Belgian Strong Dark Ale,3.5,4.0,Raison D'extra,18.0,3089
920874,12579,Red Hill Brewery,1312927205,4.0,5.0,4.0,Stew41,Weizenbock,3.0,3.5,Red Hill Weizenbock,7.9,35189
601077,1549,Goose Island Beer Co.,1018287157,4.0,3.5,3.5,budgood1,American Blonde Ale,4.0,4.0,Blonde Ale,4.7,4309
1189840,10099,Dogfish Head Brewery,1141501488,3.5,4.0,4.0,ladyfirefighter,American IPA,3.5,4.0,ApriHop,7.0,3951
1026329,21497,North Peak Brewing Company,1320370478,3.5,4.0,4.0,Florida9,American Pale Wheat Ale,3.5,3.5,Majestic Wheat Ale,5.5,56457
1163327,10099,Dogfish Head Brewery,1322091208,4.5,4.5,4.0,Metalmonk,American Double / Imperial IPA,4.0,5.0,Robert Johnson's Hellhound On My Ale,10.0,67219
672232,651,Ithaca Beer Company,1267848956,4.0,5.0,4.0,onix1agr,American Pale Wheat Ale,4.0,4.5,White Gold,7.5,36476
939671,287,"Bell's Brewery, Inc.",1040299506,4.5,4.0,5.0,Dogbrick,American Stout,4.5,4.5,Bell's Kalamazoo Stout,6.0,1117
254271,1141,Brasserie Dieu Du Ciel,1248743743,4.5,5.0,4.5,Mistofminn,American Double / Imperial Stout,5.0,5.0,Péché Mortel (Imperial Stout Au Cafe),9.5,10325
1546706,345,Victory Brewing Company,1277866865,3.5,3.5,2.5,elgiacomo,Weizenbock,3.5,4.0,Moonglow Weizenbock,8.7,1008
1345373,201,Brouwerij De Dolle Brouwers,1187232236,4.5,4.0,4.0,hellcatsjg,Belgian Strong Dark Ale,4.0,4.5,De Dolle Oerbier,9.5,813
674312,14400,Ninkasi Brewing Company,1294173575,4.0,4.0,4.0,largadeer,American Double / Imperial IPA,4.0,4.0,Tricerahops Double IPA,8.8,37966
907412,142,Spaten-Franziskaner-Bräu,1125589932,1.5,3.0,2.5,GQGeek81,Märzen / Oktoberfest,2.0,2.0,Spaten Oktoberfestbier Ur-Märzen,5.9,582
1127362,105,Miller Brewing Co.,1306952807,3.0,3.0,3.5,ZenAgnostic,Light Lager,3.0,2.5,Miller High Life Light,4.5,2295
1461037,96,Magic Hat Brewing Company,1194826667,4.0,3.5,4.0,kirok1999,American IPA,3.5,4.0,The Summer Mystery Beer (Summer Variety Show '07),7.5,36821
1448012,296,St. Peter's Brewery Co Ltd,1307929340,4.5,4.5,4.5,Wattsox,English Bitter,4.5,4.5,St. Peter's Organic Best Bitter,4.1,2436
403629,694,Tröegs Brewing Company,1165547701,4.5,4.5,4.0,TheManiacalOne,Belgian Strong Dark Ale,4.0,5.0,Tröegs Mad Elf,11.0,7531
1379195,180,Brouwerij Huyghe,1135853668,5.0,4.5,4.5,Dmann,Belgian Strong Dark Ale,4.5,4.5,Delirium Nocturnum,8.5,1421
755797,3521,De Proefbrouwerij (bvba Andelot),1304217665,4.5,4.0,4.5,YouSkeete,Belgian Strong Dark Ale,4.5,4.5,Andelot Cuvee Mystique,8.5,24966
1266810,112,North Coast Brewing Co.,1081610558,5.0,4.5,4.5,grynder33,Old Ale,4.5,4.5,Old Stock Ale,11.9,1867
712175,1471,Dark Horse Brewing Company,1270608411,3.0,3.0,3.5,Wisconsinality,American IPA,3.5,3.5,Dark Horse Crooked Tree IPA,6.0,5385
558493,423,Boulevard Brewing Co.,1316126785,4.5,4.5,5.0,fatmcb1,Saison / Farmhouse Ale,4.0,4.5,Saison - Brett,8.5,36333
188402,5502,Browar Amber,1294720710,3.0,3.0,4.0,e11iott,Baltic Porter,4.0,3.0,Grand Imperial Porter,8.0,47097
226657,158,Great Divide Brewing Company,1238650512,4.5,4.5,5.0,Tdizzle,Russian Imperial Stout,4.0,4.5,Oak Aged Yeti Imperial Stout,9.5,19216
260713,91,United Breweries - UB Group,1144363089,2.5,2.5,3.0,Drew966,American Adjunct Lager,3.0,2.0,Taj Mahal Premium Lager,4.5,2970
992528,208,Brouwerij Westmalle,1120260633,4.5,4.5,4.0,NiceGuyMike,Dubbel,4.0,4.5,Westmalle Trappist Dubbel,7.0,674
1021405,290,Binding-Brauerei AG,1310506492,4.0,3.5,3.5,rarbring,Hefeweizen,4.0,4.0,Schöfferhofer Hefeweizen,5.0,3425
373122,22,Unibroue,1286932233,5.0,4.0,4.5,larryi86,Tripel,4.0,4.5,La Fin Du Monde,9.0,34
201518,192,New Belgium Brewing,1092383478,3.5,3.5,4.0,baiser,American Amber / Red Ale,3.0,3.5,Fat Tire Amber Ale,5.2,607
1137524,863,Russian River Brewing Company,1257774449,3.5,4.5,4.5,IronCitySteve,American Wild Ale,4.5,4.5,Consecration,10.0,45653
87550,140,Sierra Nevada Brewing Co.,1296348893,5.0,3.5,3.0,stonermouse,Maibock / Helles Bock,4.0,5.0,Sierra Nevada Glissade Golden Bock,6.4,55243
1007273,637,Brasserie Dupont sprl,1280538755,4.0,4.5,4.0,gfreed,Saison / Farmhouse Ale,4.5,4.0,Bière De Miel Biologique,8.0,1715
1337950,26,Three Floyds Brewing Co. & Brewpub,1283922457,4.0,4.0,4.0,TMoney2591,Russian Imperial Stout,4.5,4.0,Dark Lord Imperial Stout,15.0,7520
759868,8,Widmer Brothers Brewing Company,1230567485,3.5,4.0,3.5,Rayek,Winter Warmer,3.5,3.5,Brrr,7.2,45454
543497,2372,Terrapin Beer Company,1172644349,4.5,3.5,4.5,Erdinger2003,American Amber / Red Ale,4.0,4.5,Terrapin Big Hoppy Monster,8.3,20232
1249698,1071,Sonoran Brewing Company,1074990009,3.5,3.0,3.0,moulefrite,American Amber / Red Ale,3.5,3.0,Desert Amber,5.2,5696
638223,30,Avery Brewing Company,1231728234,3.5,3.5,3.5,Beejay,Irish Dry Stout,3.0,4.0,Out Of Bounds Stout,6.3,1830
1036063,23459,Hermitage Brewing,1296511898,1.5,2.5,4.0,monkeylovebeer,American Double / Imperial IPA,2.5,1.5,Hoptopia,8.0,61130
1112817,141,Smuttynose Brewing Company,1212766680,4.5,4.0,4.5,halfP1NT,American Porter,4.0,4.5,Smuttynose Robust Porter,5.7,622
658874,13302,Butternuts Beer & Ale,1251242624,3.0,3.5,3.5,ToasterChef,American Pale Ale (APA),3.0,3.0,Porkslap Pale Ale,4.3,28751
1413711,623,Zywiec Breweries PLC (Heineken),1215827893,4.0,4.0,4.0,jamiejohnson,Baltic Porter,4.0,4.0,Zywiec Porter,9.5,1901
716272,811,Highland Brewing,1266977511,2.5,3.0,3.0,jrallen34,American Porter,2.5,3.5,Highland Oatmeal Porter,5.8,6088
1359651,220,Lagunitas Brewing Company,1270681186,2.5,3.0,4.5,hrmhrm,American Strong Ale,3.0,2.0,Wilco Tango Foxtrot,7.83,56613
1236725,12166,"Pennichuck Brewing Company, Inc.",1250454021,4.0,4.0,4.0,jctribe25,Hefeweizen,4.0,4.0,Rustwagen Hefeweizen,,51222
721442,689,Two Brothers Brewing Company,1258201255,4.0,4.5,4.5,Florida9,American Double / Imperial IPA,4.0,4.0,Heavier Handed IPA,8.1,54087
760775,8,Widmer Brothers Brewing Company,1301076247,3.5,3.0,4.0,tbern007,Russian Imperial Stout,3.5,3.5,W'11 (KGB Imperial Stout),9.3,10536
338574,1384,Afanasy Pivo (Brau Service),1099201031,3.5,3.5,3.0,Saccian,Euro Pale Lager,3.5,3.5,Afanasy Svetloye,4.8,7055
298235,35,Boston Beer Company (Samuel Adams),1244573835,3.0,3.0,4.0,LilBeerDoctor,Bock,3.0,2.5,LongShot Traditional Bock,6.8,46923
708463,1471,Dark Horse Brewing Company,1305171426,4.0,4.0,4.5,StoutHunter,Oatmeal Stout,3.5,4.0,Dark Horse One Oatmeal Stout Ale,8.0,5490
1203019,700,Elysian Brewing Company,1239912651,3.5,3.5,4.0,Dogbrick,American Porter,3.5,4.0,Perseus Porter,5.39,2015
244631,780,Granville Island Brewery,1135560364,4.0,3.0,3.0,Derek,Winter Warmer,3.0,3.0,Lions Winter Ale,5.5,20283
670740,651,Ithaca Beer Company,1290813314,4.0,4.0,4.0,bluejacket74,American Amber / Red Ale,4.0,4.0,Cascazilla,7.0,18721
214983,17960,Three Creeks Brewing Co.,1296675755,3.5,3.0,3.5,Elimination,Rye Beer,3.0,3.0,Stonefly Rye,4.6,45363
1112961,141,Smuttynose Brewing Company,1164434561,4.0,4.0,4.0,TheLongBeachBum,American Porter,4.0,4.5,Smuttynose Robust Porter,5.7,622
1521585,45,Brooklyn Brewery,1310459137,4.0,4.0,4.0,JizackFH,Herbed / Spiced Beer,4.0,3.5,The Concoction,7.6,68882
1421058,738,Brasserie Fantôme,1210714256,4.0,4.5,4.0,Atron67,Saison / Farmhouse Ale,4.0,4.0,Fantôme Saison,8.0,5057
1401065,18134,Redhook Ale Brewery,1234479557,3.0,3.5,3.0,Frosthazard,American Amber / Red Ale,3.5,3.0,Copperhook,5.7,35061
413234,73,Great Lakes Brewing Company,1320809476,4.0,4.0,4.0,atr2605,American Strong Ale,4.0,4.5,Great Lakes Nosferatu,8.0,1792
1501702,259,Brouwerij St. Bernardus NV,1200341356,4.0,4.0,4.0,walshclimb,Dubbel,4.0,4.0,St. Bernardus Prior 8,8.0,1855
65192,711,Alley Kat Brewing Company,1262284302,4.5,4.0,4.0,cratez,American Pale Ale (APA),4.0,4.0,Full Moon Pale Ale,5.0,2065
714849,811,Highland Brewing,1171859019,4.5,4.0,4.0,atsprings,Winter Warmer,4.5,5.0,Highland Cold Mountain Winter Ale,5.8,7296
328528,786,Stevens Point Brewery,1255875286,3.0,3.5,3.5,dfillius,American Double / Imperial IPA,3.0,3.0,Whole Hog Six Hop IPA,8.5,49107
1360833,220,Lagunitas Brewing Company,1310689296,4.0,3.0,4.0,ggilman,American Double / Imperial IPA,4.0,3.5,Maximus,8.2,1372
818047,99,Matt Brewing Company,1287709548,3.0,3.5,4.0,wvu9787,Pumpkin Ale,3.5,3.5,Saranac Pumpkin Ale,5.4,25608
550030,4374,Lapin Kulta,1160164939,3.0,2.5,3.5,JanM,Euro Pale Lager,2.5,2.5,Lapin Kulta IV A,5.2,24604
216860,13667,Starr Hill Brewery,1272382324,5.0,5.0,4.5,drabmuh,Hefeweizen,4.5,4.5,The Love,4.6,40524
954375,19143,La Brasserie du Pays Flamand,1305760830,4.0,3.5,4.0,Boozecamel,Belgian IPA,4.0,4.0,Anosteke,8.0,68137
382517,870,Moylan's Brewery,1084162906,3.5,4.0,4.5,aracauna,Russian Imperial Stout,3.5,3.5,Ryan Sullivan's Imperial Stout,10.0,3706
531123,743,Lancaster Brewing Company,1117389203,4.0,4.0,3.5,weeare138,Fruit / Vegetable Beer,3.0,4.0,Strawberry Wheat Beer,4.9,7932
621915,10097,Harpoon Brewery,1263863537,4.0,3.5,4.0,Derek,American Double / Imperial Pilsner,4.0,4.0,Harpoon Leviathan - Big Bohemian Pilsner,9.0,48413
1334121,26,Three Floyds Brewing Co. & Brewpub,1169420280,4.0,5.0,4.0,jmalex,American Double / Imperial IPA,3.5,3.5,Dreadnaught IPA,9.5,1558
498742,132,Rogue Ales,1227063685,3.5,3.5,4.0,duffextracold,American Strong Ale,3.5,3.5,Double Dead Guy Ale,9.0,41043
1008010,530,Arcense Stoombierbouwerij (Hertog Jan Brouwerij),1296503938,4.5,3.5,4.0,BlackHaddock,Hefeweizen,4.0,4.0,Hertog Jan Weizener,5.7,42297
1361833,220,Lagunitas Brewing Company,1280154831,4.5,3.5,3.5,ThreeDimesDown,American Strong Ale,4.5,4.5,Undercover Investigation Shut-down Ale,9.7,48385
663698,617,Niagara Brewing Company,1101010510,4.0,3.5,4.0,mattcrill,American Amber / Red Ale,4.0,4.0,Angel Inn Red,5.0,20854
1498653,1285,Milly's Tavern,1147955152,4.5,4.5,4.5,Bierman9,Russian Imperial Stout,4.5,4.5,Milly's Imperial Death March Stout,8.8,28172
1295727,18006,Half Acre Beer Company,1295204006,4.5,4.0,4.0,seeswo,American Double / Imperial Stout,3.5,4.0,Big Hugs,9.5,54669
623313,10097,Harpoon Brewery,1173740614,3.5,3.0,3.5,Jwaks,American IPA,2.0,2.0,Harpoon IPA,5.9,311
1499186,259,Brouwerij St. Bernardus NV,1225499595,4.5,4.5,4.0,SykDoc,Quadrupel (Quad),4.0,4.5,St. Bernardus Abt 12,10.0,1708
296372,35,Boston Beer Company (Samuel Adams),1252120797,3.0,3.5,4.0,garymuchow,Witbier,4.0,4.0,LongShot Cranberry Wit,5.0,46903
1072165,2137,Breckenridge Brewery,1155623681,4.0,3.5,4.0,HardTarget,American Porter,3.0,3.0,Vanilla Porter,4.7,27800
198650,192,New Belgium Brewing,1081179485,4.0,3.5,4.0,francisweizen,Lambic - Fruit,3.5,4.0,Transatlantique Kriek,6.3,14072
1275168,24,Traquair House Brewery Lld,1310435168,4.0,4.0,4.0,BretSikkink,Scotch Ale / Wee Heavy,3.5,4.0,Traquair Jacobite,8.0,652
476892,719,Blitz-Weinhard Brewing Co.,1210854189,3.0,2.0,3.0,barleywinefiend,American Pale Lager,3.5,3.5,Henry Weinhard's Private Reserve,4.8,5040
432838,22513,Madhouse Brewing Company,1326039458,4.0,3.5,4.0,zeff80,American Stout,3.5,4.0,Coffee Stout,6.0,66728
567196,33,Berkshire Brewing Company Inc.,1203896835,4.5,4.0,4.0,orbitalr0x,Scotch Ale / Wee Heavy,4.5,4.0,Berkshire Bourbon Barrel Scotch Ale,9.2,39619
1578884,22511,Hill Farmstead Brewery,1303792671,4.5,4.5,4.5,rtepiak,American Pale Ale (APA),4.5,4.5,Edward Pale Ale,5.2,57886
474184,392,Weyerbacher Brewing Co.,1303579421,4.5,4.0,4.0,liamt07,Russian Imperial Stout,4.0,4.0,Heresy,8.0,18198
1337451,26,Three Floyds Brewing Co. & Brewpub,1169425945,5.0,4.5,4.0,TheBungyo,Irish Dry Stout,4.5,4.0,Black Sun Stout,6.5,7560
1284313,335,New Holland Brewing Company,1248824832,4.0,4.5,4.0,sonicdescent,American Double / Imperial Stout,3.0,4.0,New Holland Night Tripper,10.8,40671
9598,395,Bluegrass Brewing Co. - East St. Matthew's,1297013215,4.0,4.0,4.0,projectflam86,Old Ale,4.5,4.0,Old St. Matthews,8.0,47710
140659,17981,Cigar City Brewing,1243686605,4.0,5.0,4.5,bhalter8,American Double / Imperial Stout,5.0,4.5,Hunahpu's Imperial Stout,11.5,47022
237019,1628,Southampton Publick House,1213219026,5.0,5.0,5.0,djo629,Witbier,5.0,5.0,Double White Ale,6.7,9755
632569,1112,Little Apple Brewing Company,1233196488,3.0,3.0,4.0,bob5958,American Pale Wheat Ale,2.5,3.0,Wildcat Wheat,4.8,3491
960572,285,Brauerei Schloss Eggenberg,1233382775,3.0,5.0,4.0,Stunner97,Doppelbock,4.5,5.0,Samichlaus Bier,14.0,776
